Site,Event Month,O&O Ad Views
Crackle Roku - US,Mar-17,"2,191"
Crackle Roku - US,Apr-17,"2,470"
Crackle Roku - US,May-17,"1,434"
Crackle Roku - US,Jun-17,"9,806"
Crackle Roku - US,Jul-17,"12,426"
Crackle Roku - US,Aug-17,"15,006"
Crackle Roku - US,Sep-17,"20,864"
Crackle Roku - US,Jan-17,"30,706"
Crackle Roku - US,Oct-17,"128,830"
Crackle Roku - US,Nov-17,"252,407"
Crackle Roku - US,Dec-17,"123,658"
Crackle Roku - US,Feb-17,"36,660"
Crackle Roku - US,Mar-17,"27,513"
Crackle Roku - US,Apr-17,"11,998"
Crackle Roku - US,May-17,"15,988"
Crackle Roku - US,Jun-17,"113,004"
Crackle Roku - US,Jul-17,"124,545"
Crackle Roku - US,Aug-17,"97,385"
Crackle Roku - US,Sep-17,"135,833"
Crackle Roku - US,Jan-17,"3,181"
Crackle Roku - US,Oct-17,"28,042"
Crackle Roku - US,Nov-17,"114,955"
Crackle Roku - US,Dec-17,"52,054"
Crackle Roku - US,Feb-17,"2,061"
Crackle Roku - US,Mar-17,"2,731"
Crackle Roku - US,Apr-17,"3,179"
Crackle Roku - US,May-17,"2,337"
Crackle Roku - US,Jun-17,"43,100"
Crackle Roku - US,Jul-17,"43,128"
Crackle Roku - US,Aug-17,"40,397"
Crackle Roku - US,Sep-17,"56,854"
Crackle Roku - US,Jan-17,"46,646"
Crackle Roku - US,Oct-17,"333,588"
Crackle Roku - US,Nov-17,"605,307"
Crackle Roku - US,Dec-17,"316,500"
Crackle Roku - US,Feb-17,"45,159"
Crackle Roku - US,Mar-17,"41,587"
Crackle Roku - US,Apr-17,"17,296"
Crackle Roku - US,May-17,"22,774"
Crackle Roku - US,Jun-17,"485,434"
Crackle Roku - US,Jul-17,"441,790"
Crackle Roku - US,Aug-17,"306,672"
Crackle Roku - US,Sep-17,"373,986"
Crackle Roku - US,Jan-17,111
Crackle Roku - US,Jan-17,16
Crackle Roku - US,Jan-17,"677,539"
Crackle Roku - US,Oct-17,"3,960,901"
Crackle Roku - US,Nov-17,"3,851,711"
Crackle Roku - US,Dec-17,"2,767,476"
Crackle Roku - US,Feb-17,"378,130"
Crackle Roku - US,Mar-17,"457,527"
Crackle Roku - US,Apr-17,"372,749"
Crackle Roku - US,May-17,"449,526"
Crackle Roku - US,Jun-17,"2,254,829"
Crackle Roku - US,Jul-17,"3,367,536"
Crackle Roku - US,Aug-17,"4,202,995"
Crackle Roku - US,Sep-17,"4,447,281"
Crackle Roku - US,Jan-17,"580,280"
Crackle Roku - US,Oct-17,"2,954,814"
Crackle Roku - US,Nov-17,"6,188,262"
Crackle Roku - US,Dec-17,"5,393,627"
Crackle Roku - US,Feb-17,"396,617"
Crackle Roku - US,Mar-17,"453,065"
Crackle Roku - US,Apr-17,"346,248"
Crackle Roku - US,May-17,"387,816"
Crackle Roku - US,Jun-17,"1,258,251"
Crackle Roku - US,Jul-17,"1,870,163"
Crackle Roku - US,Aug-17,"1,807,529"
Crackle Roku - US,Sep-17,"2,826,572"
Crackle Roku - US,Jan-17,"531,778"
Crackle Roku - US,Oct-17,"10,375,757"
Crackle Roku - US,Nov-17,"9,437,483"
Crackle Roku - US,Dec-17,"5,374,489"
Crackle Roku - US,Feb-17,"291,686"
Crackle Roku - US,Mar-17,"398,691"
Crackle Roku - US,Apr-17,"338,834"
Crackle Roku - US,May-17,"374,812"
Crackle Roku - US,Jun-17,"8,168,179"
Crackle Roku - US,Jul-17,"9,354,123"
Crackle Roku - US,Aug-17,"10,150,721"
Crackle Roku - US,Sep-17,"12,870,468"
Crackle Roku - US,Jan-17,"9,168"
Crackle Roku - US,Oct-17,"9,848"
Crackle Roku - US,Nov-17,"17,062"
Crackle Roku - US,Dec-17,"10,904"
Crackle Roku - US,Feb-17,"8,494"
Crackle Roku - US,Mar-17,"80,136"
Crackle Roku - US,Apr-17,"38,229"
Crackle Roku - US,May-17,"3,138"
Crackle Roku - US,Jun-17,"12,693"
Crackle Roku - US,Jul-17,"41,999"
Crackle Roku - US,Aug-17,"10,176"
Crackle Roku - US,Sep-17,"12,120"
Crackle Roku - US,Jan-17,"45,409"
Crackle Roku - US,Oct-17,"61,475"
Crackle Roku - US,Nov-17,"138,144"
Crackle Roku - US,Dec-17,"82,394"
Crackle Roku - US,Feb-17,"101,980"
Crackle Roku - US,Mar-17,"68,704"
Crackle Roku - US,Apr-17,"97,076"
Crackle Roku - US,May-17,"15,950"
Crackle Roku - US,Jun-17,"65,329"
Crackle Roku - US,Jul-17,"80,177"
Crackle Roku - US,Aug-17,"96,577"
Crackle Roku - US,Sep-17,"44,116"
Crackle Roku - US,Jan-17,"8,952"
Crackle Roku - US,Oct-17,"25,859"
Crackle Roku - US,Nov-17,"36,174"
Crackle Roku - US,Dec-17,"27,012"
Crackle Roku - US,Feb-17,"7,074"
Crackle Roku - US,Mar-17,"30,434"
Crackle Roku - US,Apr-17,"13,377"
Crackle Roku - US,May-17,"2,663"
Crackle Roku - US,Jun-17,"50,312"
Crackle Roku - US,Jul-17,"105,048"
Crackle Roku - US,Aug-17,"29,988"
Crackle Roku - US,Sep-17,"31,814"
Crackle Roku - US,Jan-17,"39,971"
Crackle Roku - US,Oct-17,"156,992"
Crackle Roku - US,Nov-17,"322,492"
Crackle Roku - US,Dec-17,"217,492"
Crackle Roku - US,Feb-17,"61,913"
Crackle Roku - US,Mar-17,"65,304"
Crackle Roku - US,Apr-17,"65,386"
Crackle Roku - US,May-17,"15,093"
Crackle Roku - US,Jun-17,"302,347"
Crackle Roku - US,Jul-17,"237,502"
Crackle Roku - US,Aug-17,"290,516"
Crackle Roku - US,Sep-17,"117,817"
Crackle Roku - US,Jan-17,"715,455"
Crackle Roku - US,Oct-17,"5,364,301"
Crackle Roku - US,Nov-17,"12,264,125"
Crackle Roku - US,Dec-17,"10,569,221"
Crackle Roku - US,Feb-17,"437,838"
Crackle Roku - US,Mar-17,"457,982"
Crackle Roku - US,Apr-17,"328,731"
Crackle Roku - US,May-17,"320,605"
Crackle Roku - US,Jun-17,"3,664,925"
Crackle Roku - US,Jul-17,"4,330,496"
Crackle Roku - US,Aug-17,"4,143,957"
Crackle Roku - US,Sep-17,"5,916,171"
Crackle Roku - US,Jan-17,"5,751"
Crackle Roku - US,Oct-17,"38,696"
Crackle Roku - US,Nov-17,"43,972"
Crackle Roku - US,Dec-17,"32,126"
Crackle Roku - US,Feb-17,"4,587"
Crackle Roku - US,Mar-17,"4,641"
Crackle Roku - US,Apr-17,"3,614"
Crackle Roku - US,May-17,"4,434"
Crackle Roku - US,Jun-17,"15,657"
Crackle Roku - US,Jul-17,"22,780"
Crackle Roku - US,Aug-17,"18,237"
Crackle Roku - US,Sep-17,"37,136"
Crackle Roku - US,Jan-17,"7,063"
Crackle Roku - US,Oct-17,"99,538"
Crackle Roku - US,Nov-17,"112,968"
Crackle Roku - US,Dec-17,"85,603"
Crackle Roku - US,Feb-17,"5,673"
Crackle Roku - US,Mar-17,"5,222"
Crackle Roku - US,Apr-17,"3,815"
Crackle Roku - US,May-17,"4,652"
Crackle Roku - US,Jun-17,"72,039"
Crackle Roku - US,Jul-17,"85,578"
Crackle Roku - US,Aug-17,"58,630"
Crackle Roku - US,Sep-17,"102,411"
Crackle Roku - US,Jan-17,6
Crackle Roku - US,Nov-17,71
Crackle Roku - US,Dec-17,0
Crackle Roku - US,Aug-17,1
Crackle Roku - US,Oct-17,"208,532"
Crackle Roku - US,Nov-17,"148,677"
Crackle Roku - US,Dec-17,"85,323"
Crackle Roku - US,May-17,"58,471"
Crackle Roku - US,Jun-17,"185,398"
Crackle Roku - US,Jul-17,"130,661"
Crackle Roku - US,Aug-17,"238,914"
Crackle Roku - US,Sep-17,"162,701"
Crackle Roku - US,Oct-17,"449,648"
Crackle Roku - US,Nov-17,"1,638,725"
Crackle Roku - US,Dec-17,"1,459,890"
Crackle Roku - US,May-17,"139,958"
Crackle Roku - US,Jun-17,"605,584"
Crackle Roku - US,Jul-17,"478,214"
Crackle Roku - US,Aug-17,"438,955"
Crackle Roku - US,Sep-17,"703,028"
Crackle Roku - US,Oct-17,"351,013"
Crackle Roku - US,Nov-17,"381,795"
Crackle Roku - US,Dec-17,"172,131"
Crackle Roku - US,May-17,"23,960"
Crackle Roku - US,Jun-17,"420,274"
Crackle Roku - US,Jul-17,"186,000"
Crackle Roku - US,Aug-17,"423,151"
Crackle Roku - US,Sep-17,"268,397"
Crackle Roku - US,Oct-17,"838,161"
Crackle Roku - US,Nov-17,"3,214,332"
Crackle Roku - US,Dec-17,"3,155,794"
Crackle Roku - US,May-17,"83,545"
Crackle Roku - US,Jun-17,"2,181,943"
Crackle Roku - US,Jul-17,"1,185,598"
Crackle Roku - US,Aug-17,"863,713"
Crackle Roku - US,Sep-17,"1,405,537"
Crackle Roku - US,Jan-17,"8,066"
Crackle Roku - US,Oct-17,"24,380"
Crackle Roku - US,Nov-17,"23,984"
Crackle Roku - US,Dec-17,"19,935"
Crackle Roku - US,Feb-17,"2,059"
Crackle Roku - US,Mar-17,"35,063"
Crackle Roku - US,Apr-17,"20,905"
Crackle Roku - US,May-17,"3,981"
Crackle Roku - US,Jun-17,"12,361"
Crackle Roku - US,Jul-17,"89,752"
Crackle Roku - US,Aug-17,"16,907"
Crackle Roku - US,Sep-17,"22,384"
Crackle Roku - US,Jan-17,"45,109"
Crackle Roku - US,Oct-17,"129,104"
Crackle Roku - US,Nov-17,"105,058"
Crackle Roku - US,Dec-17,"123,603"
Crackle Roku - US,Feb-17,"29,373"
Crackle Roku - US,Mar-17,"55,019"
Crackle Roku - US,Apr-17,"33,616"
Crackle Roku - US,May-17,"22,072"
Crackle Roku - US,Jun-17,"76,126"
Crackle Roku - US,Jul-17,"100,873"
Crackle Roku - US,Aug-17,"61,966"
Crackle Roku - US,Sep-17,"129,281"
Crackle Roku - US,Jan-17,"6,619"
Crackle Roku - US,Oct-17,"71,053"
Crackle Roku - US,Nov-17,"62,091"
Crackle Roku - US,Dec-17,"59,085"
Crackle Roku - US,Feb-17,"1,924"
Crackle Roku - US,Mar-17,"14,960"
Crackle Roku - US,Apr-17,"11,253"
Crackle Roku - US,May-17,"4,718"
Crackle Roku - US,Jun-17,"65,572"
Crackle Roku - US,Jul-17,"244,674"
Crackle Roku - US,Aug-17,"56,278"
Crackle Roku - US,Sep-17,"66,403"
Crackle Roku - US,Jan-17,"63,202"
Crackle Roku - US,Oct-17,"332,846"
Crackle Roku - US,Nov-17,"255,981"
Crackle Roku - US,Dec-17,"342,560"
Crackle Roku - US,Feb-17,"36,112"
Crackle Roku - US,Mar-17,"84,052"
Crackle Roku - US,Apr-17,"38,754"
Crackle Roku - US,May-17,"31,879"
Crackle Roku - US,Jun-17,"379,873"
Crackle Roku - US,Jul-17,"340,019"
Crackle Roku - US,Aug-17,"193,275"
Crackle Roku - US,Sep-17,"370,274"
Crackle Roku - US,Jan-17,"30,580"
Crackle Roku - US,Oct-17,"32,108"
Crackle Roku - US,Nov-17,"30,037"
Crackle Roku - US,Dec-17,"18,559"
Crackle Roku - US,Feb-17,"8,661"
Crackle Roku - US,Mar-17,"2,552"
Crackle Roku - US,Apr-17,"2,608"
Crackle Roku - US,May-17,"2,664"
Crackle Roku - US,Jun-17,"18,735"
Crackle Roku - US,Jul-17,"11,927"
Crackle Roku - US,Aug-17,"13,831"
Crackle Roku - US,Sep-17,"14,430"
Crackle Roku - US,Jan-17,"413,866"
Crackle Roku - US,Oct-17,"224,140"
Crackle Roku - US,Nov-17,"234,546"
Crackle Roku - US,Dec-17,"462,869"
Crackle Roku - US,Feb-17,"162,825"
Crackle Roku - US,Mar-17,"73,564"
Crackle Roku - US,Apr-17,"68,760"
Crackle Roku - US,May-17,"32,329"
Crackle Roku - US,Jun-17,"357,952"
Crackle Roku - US,Jul-17,"243,338"
Crackle Roku - US,Aug-17,"213,613"
Crackle Roku - US,Sep-17,"310,701"
Crackle Roku - US,Jan-17,"23,165"
Crackle Roku - US,Oct-17,"78,742"
Crackle Roku - US,Nov-17,"78,229"
Crackle Roku - US,Dec-17,"48,943"
Crackle Roku - US,Feb-17,"6,350"
Crackle Roku - US,Mar-17,"3,166"
Crackle Roku - US,Apr-17,"2,869"
Crackle Roku - US,May-17,"3,050"
Crackle Roku - US,Jun-17,"97,201"
Crackle Roku - US,Jul-17,"40,625"
Crackle Roku - US,Aug-17,"39,898"
Crackle Roku - US,Sep-17,"39,995"
Crackle Roku - US,Jan-17,"278,903"
Crackle Roku - US,Oct-17,"585,508"
Crackle Roku - US,Nov-17,"647,139"
Crackle Roku - US,Dec-17,"1,276,514"
Crackle Roku - US,Feb-17,"156,216"
Crackle Roku - US,Mar-17,"110,186"
Crackle Roku - US,Apr-17,"73,663"
Crackle Roku - US,May-17,"39,468"
Crackle Roku - US,Jun-17,"1,754,106"
Crackle Roku - US,Jul-17,"914,653"
Crackle Roku - US,Aug-17,"706,841"
Crackle Roku - US,Sep-17,"914,808"
Crackle Roku - US,Jan-17,"1,400"
Crackle Roku - US,Feb-17,"1,518"
Crackle Roku - US,Mar-17,"1,198"
Crackle Roku - US,Apr-17,5
Crackle Roku - US,Jan-17,684
Crackle Roku - US,Feb-17,642
Crackle Roku - US,Mar-17,808
Crackle Roku - US,Apr-17,35
Crackle Roku - US,Jan-17,"2,359"
Crackle Roku - US,Feb-17,"1,648"
Crackle Roku - US,Mar-17,"1,757"
Crackle Roku - US,Jan-17,"1,111"
Crackle Roku - US,Feb-17,852
Crackle Roku - US,Mar-17,795
Crackle Roku - US,Jan-17,"4,621"
Crackle Roku - US,Oct-17,"14,542"
Crackle Roku - US,Nov-17,"11,608"
Crackle Roku - US,Dec-17,"13,158"
Crackle Roku - US,Feb-17,"3,011"
Crackle Roku - US,Mar-17,"2,503"
Crackle Roku - US,Apr-17,"1,380"
Crackle Roku - US,May-17,"1,163"
Crackle Roku - US,Jun-17,"7,609"
Crackle Roku - US,Jul-17,"14,484"
Crackle Roku - US,Aug-17,"11,266"
Crackle Roku - US,Sep-17,"9,719"
Crackle Roku - US,Jan-17,"60,201"
Crackle Roku - US,Oct-17,"213,185"
Crackle Roku - US,Nov-17,"385,505"
Crackle Roku - US,Dec-17,"440,701"
Crackle Roku - US,Feb-17,"121,808"
Crackle Roku - US,Mar-17,"55,156"
Crackle Roku - US,Apr-17,"59,669"
Crackle Roku - US,May-17,"68,209"
Crackle Roku - US,Jun-17,"234,474"
Crackle Roku - US,Jul-17,"306,302"
Crackle Roku - US,Aug-17,"197,842"
Crackle Roku - US,Sep-17,"236,250"
Crackle Roku - US,Jan-17,"5,336"
Crackle Roku - US,Oct-17,"36,137"
Crackle Roku - US,Nov-17,"32,117"
Crackle Roku - US,Dec-17,"34,210"
Crackle Roku - US,Feb-17,"3,211"
Crackle Roku - US,Mar-17,"2,884"
Crackle Roku - US,Apr-17,"2,158"
Crackle Roku - US,May-17,"1,689"
Crackle Roku - US,Jun-17,"40,063"
Crackle Roku - US,Jul-17,"58,387"
Crackle Roku - US,Aug-17,"39,204"
Crackle Roku - US,Sep-17,"24,779"
Crackle Roku - US,Jan-17,"88,056"
Crackle Roku - US,Oct-17,"568,247"
Crackle Roku - US,Nov-17,"1,010,524"
Crackle Roku - US,Dec-17,"1,095,891"
Crackle Roku - US,Feb-17,"106,225"
Crackle Roku - US,Mar-17,"81,376"
Crackle Roku - US,Apr-17,"62,735"
Crackle Roku - US,May-17,"64,339"
Crackle Roku - US,Jun-17,"1,097,181"
Crackle Roku - US,Jul-17,"1,145,550"
Crackle Roku - US,Aug-17,"702,440"
Crackle Roku - US,Sep-17,"692,632"
Crackle Roku - Canada,Jan-17,209
Crackle Roku - Canada,Oct-17,100
Crackle Roku - Canada,Nov-17,254
Crackle Roku - Canada,Dec-17,248
Crackle Roku - Canada,Feb-17,319
Crackle Roku - Canada,Mar-17,293
Crackle Roku - Canada,Apr-17,112
Crackle Roku - Canada,May-17,40
Crackle Roku - Canada,Jun-17,104
Crackle Roku - Canada,Jul-17,528
Crackle Roku - Canada,Aug-17,151
Crackle Roku - Canada,Sep-17,148
Crackle Roku - Canada,Jan-17,"4,590"
Crackle Roku - Canada,Oct-17,"36,720"
Crackle Roku - Canada,Nov-17,"3,056"
Crackle Roku - Canada,Dec-17,"4,105"
Crackle Roku - Canada,Feb-17,"3,133"
Crackle Roku - Canada,Mar-17,"4,685"
Crackle Roku - Canada,Apr-17,"3,661"
Crackle Roku - Canada,May-17,"2,884"
Crackle Roku - Canada,Jun-17,"7,446"
Crackle Roku - Canada,Jul-17,"7,363"
Crackle Roku - Canada,Aug-17,"2,866"
Crackle Roku - Canada,Sep-17,"3,052"
Crackle Roku - Canada,Jan-17,229
Crackle Roku - Canada,Oct-17,186
Crackle Roku - Canada,Nov-17,562
Crackle Roku - Canada,Dec-17,556
Crackle Roku - Canada,Feb-17,386
Crackle Roku - Canada,Mar-17,302
Crackle Roku - Canada,Apr-17,143
Crackle Roku - Canada,May-17,61
Crackle Roku - Canada,Jun-17,589
Crackle Roku - Canada,Jul-17,"2,034"
Crackle Roku - Canada,Aug-17,535
Crackle Roku - Canada,Sep-17,348
Crackle Roku - Canada,Jan-17,"4,671"
Crackle Roku - Canada,Oct-17,"64,930"
Crackle Roku - Canada,Nov-17,"6,081"
Crackle Roku - Canada,Dec-17,"11,196"
Crackle Roku - Canada,Feb-17,"3,391"
Crackle Roku - Canada,Mar-17,"7,244"
Crackle Roku - Canada,Apr-17,"6,003"
Crackle Roku - Canada,May-17,"2,998"
Crackle Roku - Canada,Jun-17,"36,487"
Crackle Roku - Canada,Jul-17,"31,450"
Crackle Roku - Canada,Aug-17,"10,059"
Crackle Roku - Canada,Sep-17,"7,368"
Crackle Roku - Canada,Jan-17,"78,323"
Crackle Roku - Canada,Oct-17,"118,689"
Crackle Roku - Canada,Nov-17,"96,396"
Crackle Roku - Canada,Dec-17,"117,718"
Crackle Roku - Canada,Feb-17,"45,990"
Crackle Roku - Canada,Mar-17,"44,245"
Crackle Roku - Canada,Apr-17,"32,331"
Crackle Roku - Canada,May-17,"20,760"
Crackle Roku - Canada,Jun-17,"92,574"
Crackle Roku - Canada,Jul-17,"120,437"
Crackle Roku - Canada,Aug-17,"33,252"
Crackle Roku - Canada,Sep-17,"46,443"
Crackle Roku - Canada,Jan-17,"46,070"
Crackle Roku - Canada,Oct-17,"43,380"
Crackle Roku - Canada,Nov-17,"67,340"
Crackle Roku - Canada,Dec-17,"85,549"
Crackle Roku - Canada,Feb-17,"45,597"
Crackle Roku - Canada,Mar-17,"36,227"
Crackle Roku - Canada,Apr-17,"33,399"
Crackle Roku - Canada,May-17,"24,179"
Crackle Roku - Canada,Jun-17,"81,104"
Crackle Roku - Canada,Jul-17,"135,201"
Crackle Roku - Canada,Aug-17,"33,275"
Crackle Roku - Canada,Sep-17,"41,430"
Crackle Roku - Canada,Jan-17,"70,180"
Crackle Roku - Canada,Oct-17,"231,549"
Crackle Roku - Canada,Nov-17,"161,634"
Crackle Roku - Canada,Dec-17,"239,550"
Crackle Roku - Canada,Feb-17,"49,786"
Crackle Roku - Canada,Mar-17,"38,507"
Crackle Roku - Canada,Apr-17,"25,257"
Crackle Roku - Canada,May-17,"19,589"
Crackle Roku - Canada,Jun-17,"270,731"
Crackle Roku - Canada,Jul-17,"314,418"
Crackle Roku - Canada,Aug-17,"76,979"
Crackle Roku - Canada,Sep-17,"94,403"
Crackle Roku - Canada,Jan-17,62
Crackle Roku - Canada,Oct-17,731
Crackle Roku - Canada,Nov-17,"1,355"
Crackle Roku - Canada,Dec-17,944
Crackle Roku - Canada,Mar-17,487
Crackle Roku - Canada,Apr-17,145
Crackle Roku - Canada,May-17,288
Crackle Roku - Canada,Jun-17,808
Crackle Roku - Canada,Jul-17,"1,401"
Crackle Roku - Canada,Aug-17,"2,103"
Crackle Roku - Canada,Sep-17,176
Crackle Roku - Canada,Jan-17,96
Crackle Roku - Canada,Oct-17,"3,354"
Crackle Roku - Canada,Nov-17,"22,341"
Crackle Roku - Canada,Dec-17,"38,524"
Crackle Roku - Canada,Apr-17,"9,677"
Crackle Roku - Canada,May-17,"8,160"
Crackle Roku - Canada,Jun-17,642
Crackle Roku - Canada,Jul-17,"9,485"
Crackle Roku - Canada,Aug-17,772
Crackle Roku - Canada,Sep-17,"2,415"
Crackle Roku - Canada,Jan-17,47
Crackle Roku - Canada,Oct-17,"1,802"
Crackle Roku - Canada,Nov-17,"3,123"
Crackle Roku - Canada,Dec-17,"2,231"
Crackle Roku - Canada,Mar-17,"1,583"
Crackle Roku - Canada,Apr-17,291
Crackle Roku - Canada,May-17,362
Crackle Roku - Canada,Jun-17,"3,157"
Crackle Roku - Canada,Jul-17,"4,663"
Crackle Roku - Canada,Aug-17,"4,048"
Crackle Roku - Canada,Sep-17,465
Crackle Roku - Canada,Jan-17,76
Crackle Roku - Canada,Oct-17,"8,432"
Crackle Roku - Canada,Nov-17,"34,428"
Crackle Roku - Canada,Dec-17,"74,570"
Crackle Roku - Canada,Apr-17,"5,228"
Crackle Roku - Canada,May-17,"4,151"
Crackle Roku - Canada,Jun-17,"2,995"
Crackle Roku - Canada,Jul-17,"27,436"
Crackle Roku - Canada,Aug-17,"2,976"
Crackle Roku - Canada,Sep-17,"5,301"
Crackle Roku - Canada,Jan-17,"53,444"
Crackle Roku - Canada,Oct-17,"94,821"
Crackle Roku - Canada,Nov-17,"122,611"
Crackle Roku - Canada,Dec-17,"199,652"
Crackle Roku - Canada,Feb-17,"53,214"
Crackle Roku - Canada,Mar-17,"57,072"
Crackle Roku - Canada,Apr-17,"42,633"
Crackle Roku - Canada,May-17,"29,042"
Crackle Roku - Canada,Jun-17,"283,721"
Crackle Roku - Canada,Jul-17,"364,341"
Crackle Roku - Canada,Aug-17,"83,411"
Crackle Roku - Canada,Sep-17,"98,241"
Crackle Roku - Canada,Jan-17,"6,993"
Crackle Roku - Canada,Oct-17,"4,078"
Crackle Roku - Canada,Nov-17,"2,553"
Crackle Roku - Canada,Dec-17,"2,769"
Crackle Roku - Canada,Feb-17,"1,080"
Crackle Roku - Canada,Mar-17,928
Crackle Roku - Canada,Apr-17,380
Crackle Roku - Canada,May-17,544
Crackle Roku - Canada,Jun-17,"1,289"
Crackle Roku - Canada,Jul-17,"1,518"
Crackle Roku - Canada,Aug-17,689
Crackle Roku - Canada,Sep-17,"1,494"
Crackle Roku - Canada,Jan-17,"6,736"
Crackle Roku - Canada,Oct-17,"4,051"
Crackle Roku - Canada,Nov-17,"13,206"
Crackle Roku - Canada,Dec-17,"4,125"
Crackle Roku - Canada,Feb-17,"3,957"
Crackle Roku - Canada,Mar-17,"9,579"
Crackle Roku - Canada,Apr-17,"11,653"
Crackle Roku - Canada,May-17,"3,351"
Crackle Roku - Canada,Jun-17,"23,029"
Crackle Roku - Canada,Jul-17,"6,415"
Crackle Roku - Canada,Aug-17,"11,304"
Crackle Roku - Canada,Sep-17,"13,439"
Crackle Roku - Canada,Jan-17,"5,030"
Crackle Roku - Canada,Oct-17,"9,971"
Crackle Roku - Canada,Nov-17,"7,911"
Crackle Roku - Canada,Dec-17,"7,272"
Crackle Roku - Canada,Feb-17,868
Crackle Roku - Canada,Mar-17,"1,247"
Crackle Roku - Canada,Apr-17,457
Crackle Roku - Canada,May-17,324
Crackle Roku - Canada,Jun-17,"5,477"
Crackle Roku - Canada,Jul-17,"7,354"
Crackle Roku - Canada,Aug-17,"3,363"
Crackle Roku - Canada,Sep-17,"2,765"
Crackle Roku - Canada,Jan-17,"8,745"
Crackle Roku - Canada,Oct-17,"10,089"
Crackle Roku - Canada,Nov-17,"19,173"
Crackle Roku - Canada,Dec-17,"11,331"
Crackle Roku - Canada,Feb-17,"4,647"
Crackle Roku - Canada,Mar-17,"8,118"
Crackle Roku - Canada,Apr-17,"10,025"
Crackle Roku - Canada,May-17,"3,708"
Crackle Roku - Canada,Jun-17,"95,633"
Crackle Roku - Canada,Jul-17,"24,189"
Crackle Roku - Canada,Aug-17,"29,617"
Crackle Roku - Canada,Sep-17,"20,021"
Crackle Roku - Canada,Jan-17,"5,733"
Crackle Roku - Canada,Oct-17,"5,088"
Crackle Roku - Canada,Nov-17,"2,887"
Crackle Roku - Canada,Dec-17,"11,608"
Crackle Roku - Canada,Feb-17,"6,426"
Crackle Roku - Canada,Mar-17,"3,595"
Crackle Roku - Canada,Apr-17,"3,271"
Crackle Roku - Canada,May-17,"1,669"
Crackle Roku - Canada,Jun-17,"16,689"
Crackle Roku - Canada,Jul-17,"5,037"
Crackle Roku - Canada,Aug-17,"1,415"
Crackle Roku - Canada,Sep-17,"1,324"
Crackle Roku - Canada,Jan-17,"19,879"
Crackle Roku - Canada,Oct-17,"22,954"
Crackle Roku - Canada,Nov-17,"22,177"
Crackle Roku - Canada,Dec-17,"68,317"
Crackle Roku - Canada,Feb-17,"19,146"
Crackle Roku - Canada,Mar-17,"17,800"
Crackle Roku - Canada,Apr-17,"21,431"
Crackle Roku - Canada,May-17,"15,317"
Crackle Roku - Canada,Jun-17,"44,596"
Crackle Roku - Canada,Jul-17,"72,411"
Crackle Roku - Canada,Aug-17,"17,589"
Crackle Roku - Canada,Sep-17,"19,399"
Crackle Roku - Canada,Jan-17,"4,374"
Crackle Roku - Canada,Oct-17,"11,963"
Crackle Roku - Canada,Nov-17,"7,366"
Crackle Roku - Canada,Dec-17,"25,130"
Crackle Roku - Canada,Feb-17,"5,983"
Crackle Roku - Canada,Mar-17,"3,513"
Crackle Roku - Canada,Apr-17,"3,171"
Crackle Roku - Canada,May-17,"1,751"
Crackle Roku - Canada,Jun-17,"52,870"
Crackle Roku - Canada,Jul-17,"19,584"
Crackle Roku - Canada,Aug-17,"5,654"
Crackle Roku - Canada,Sep-17,"3,666"
Crackle Roku - Canada,Jan-17,"20,810"
Crackle Roku - Canada,Oct-17,"43,332"
Crackle Roku - Canada,Nov-17,"40,895"
Crackle Roku - Canada,Dec-17,"122,576"
Crackle Roku - Canada,Feb-17,"18,666"
Crackle Roku - Canada,Mar-17,"13,857"
Crackle Roku - Canada,Apr-17,"16,846"
Crackle Roku - Canada,May-17,"11,538"
Crackle Roku - Canada,Jun-17,"126,686"
Crackle Roku - Canada,Jul-17,"166,970"
Crackle Roku - Canada,Aug-17,"38,036"
Crackle Roku - Canada,Sep-17,"26,656"
Crackle Roku - Canada,Jan-17,114
Crackle Roku - Canada,Dec-17,"1,545"
